"Date","Time","Max_Temperature","Min_Temperature","Current_Temperature","Precipitation_Belfort","Precipitation_ETI","Snowfall","Snow_On_Ground","Sky_Cover","Cloud_Type","Notes","Flag_Max_Temperature","Flag_Min_Temperature","Flag_Current_Temperature","Flag_Precipitation_Belfort","Flag_Precipitation_ETI","Flag_Snowfall","Flag_Snow_On_Ground"
"2001-01-25",NA,30,18,22,0,NA,NA,15.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-26",NA,34,19,23,0.05,NA,NA,15.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-27",NA,26,14,14,0.04,NA,1,17,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-28",NA,30,14,26,0,NA,0.25,17.2,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-29",NA,37,26,28,0,NA,NA,17,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-30",NA,35,28,35,0.79,NA,1.75,17.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-31",NA,28,24,24,NA,NA,1,17.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-01",NA,33,23,26,0.06,NA,6,18,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-02",NA,13,13,13,0.02,NA,2.5,20.5,4,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-03",NA,25,13,NA,0,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-04",NA,29,20,24,0.04,NA,1.25,19.2,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-05",NA,30,24,27,0.05,NA,0.5,19.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-06",NA,33,25,26,0.01,NA,0.5,19.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-07",NA,30,21,21,NA,NA,0.5,19.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-08",NA,33,19,26,0.17,NA,2,21,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-09",NA,33,26,33,0.74,NA,NA,20,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-10",NA,18,12,13,0,NA,0.25,19.2,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-11",NA,19,9,13,0,NA,NA,19,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-12",NA,30,10,17,NA,NA,NA,19,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-13",NA,34,17,26,0,NA,NA,19,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,"T",NA
"2001-02-14",NA,29,26,29,0,NA,NA,19,8,"STRATUS",NA,NA,NA,NA,NA,NA,"T",NA
"2001-02-15",NA,25,2,2,0,NA,0.25,19,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-16",NA,27,2,19,0.01,NA,0.25,19,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-17",NA,17,7,7,0,NA,0.5,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-18",NA,26,5,14,0,NA,0.5,20,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-19",NA,31,7,26,0.15,NA,1,20.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-20",NA,26,16,20,0.05,NA,1.25,21.5,6,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-21",NA,15,5,5,0,NA,NA,21,1,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-22",NA,25,1,6,0.06,NA,NA,21,7,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-23",NA,24,6,15,0,NA,2.5,24,1,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-24",NA,42,2,20,0.08,NA,NA,23,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-25",NA,42,20,42,0.77,NA,NA,21,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-26",NA,26,23,23,0.06,NA,NA,20,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-27",NA,23,19,19,0.01,NA,2.5,22.5,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-02-28",NA,23,5,6,0.01,NA,NA,21,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-01",NA,30,3,6,0,NA,1.25,22.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-02",NA,35,6,25,0,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-03",NA,43,25,29,0.03,NA,NA,20.5,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-04",NA,24,13,13,0.14,NA,4.5,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-05",NA,24,7,16,0.08,NA,1,24.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-06",NA,32,16,22,0,NA,3,26.2,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-07",NA,34,20,26,0,NA,NA,24,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-08",NA,36,19,20,0.02,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"T",NA
"2001-03-09",NA,28,20,23,0,NA,0.5,23.5,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-10",NA,40,8,15,0.07,NA,NA,23.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-11",NA,25,15,20,0.04,NA,0.5,24,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-12",NA,34,2,17,0.05,NA,NA,23.5,7,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-13",NA,35,17,34,0.15,NA,0.75,24.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-14",NA,42,29,32,0,NA,1,25.2,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-15",NA,36,26,28,0,NA,NA,23,1,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-16",NA,33,18,25,0,NA,NA,23,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-17",NA,40,20,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-18",NA,46,16,NA,0,NA,NA,22.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-19",NA,48,20,24,0,NA,NA,22.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-20",NA,52,23,27,0,NA,NA,21.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-21",NA,47,26,35,0,NA,NA,20,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-22",NA,49,22,28,0,NA,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-23",NA,44,28,34,0,NA,NA,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-24",NA,26,20,24,NA,NA,1.5,17,4,"CUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"2001-03-25",NA,23,13,15,0.01,NA,0.25,17,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-26",NA,28,10,12,0.03,NA,4,47,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-27",NA,33,13,25,0,NA,NA,17,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,"T",NA
"2001-03-28",NA,45,18,24,0,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,"T",NA
"2001-03-29",NA,46,24,35,0,NA,NA,16.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-30",NA,42,30,32,0,NA,NA,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-03-31",NA,47,26,28,0,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-01",NA,46,28,32,0,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-02",NA,43,32,33,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-03",NA,47,30,30,0,NA,NA,11.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-04",NA,52,27,28,0,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-05",NA,55,28,36,0.05,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-06",NA,43,36,37,0.27,NA,NA,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-07",NA,60,37,37,0.23,NA,NA,5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-08",NA,48,37,44,0.02,NA,NA,0,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-09",NA,47,32,33,0,NA,NA,0,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-10",NA,48,31,35,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-11",NA,53,35,37,0.65,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-12",NA,59,37,49,0.95,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-13",NA,45,37,37,0.07,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-14",NA,53,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2001-04-15",NA,46,30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-16",NA,36,32,NA,0.05,NA,NA,NA,8,"STRATOCUMULUS","ICE OUT IN EARLY AM",NA,NA,NA,NA,NA,NA,NA
"2001-04-17",NA,39,30,30,0,NA,0.5,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-18",NA,48,30,32,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-19",NA,60,28,30,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-20",NA,60,30,46,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-21",NA,74,46,52,0.01,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-22",NA,56,36,39,0,NA,NA,NA,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-23",NA,76,39,56,0.16,NA,NA,NA,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-24",NA,52,35,35,0.02,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-25",NA,63,34,36,0,NA,NA,NA,2,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-26",NA,64,36,51,0.01,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-27",NA,55,39,41,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-28",NA,62,34,44,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-29",NA,66,38,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-04-30",NA,85,41,60,0,NA,NA,NA,1,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-01",NA,76,55,60,0,NA,NA,NA,4,"ALTOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-02",NA,76,57,65,0,NA,NA,NA,6,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-03",NA,69,57,57,0.22,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-04",NA,66,48,48,0.31,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-05",NA,63,42,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-06",NA,70,46,54,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-07",NA,79,51,54,0.85,NA,NA,NA,4,"ALTOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-08",NA,71,47,48,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-09",NA,73,42,48,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-10",NA,77,48,58,0.05,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-11",NA,54,45,45,0.04,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-12",NA,57,41,44,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-13",NA,65,38,50,0,NA,NA,NA,1,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-14",NA,68,41,45,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-15",NA,67,47,53,0.34,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-16",NA,69,52,54,0.24,NA,NA,NA,8,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-17",NA,77,51,53,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2001-05-18",NA,72,51,53,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-19",NA,74,48,55,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-20",NA,80,51,56,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-21",NA,73,55,58,0.31,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-22",NA,65,50,52,0.08,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-23",NA,54,42,48,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-24",NA,66,48,53,0.09,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-25",NA,63,53,53,0.15,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-26",NA,60,50,52,0.16,NA,NA,NA,5,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-27",NA,60,44,46,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-28",NA,71,48,50,7,NA,NA,NA,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-29",NA,57,48,48,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-30",NA,61,40,45,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-31",NA,71,40,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-01",NA,52,42,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-02",NA,51,44,46,26,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-03",NA,54,46,48,0.05,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-04",NA,60,46,47,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-05",NA,68,47,50,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-06",NA,72,48,50,0,NA,NA,NA,3,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-07",NA,75,48,54,0,NA,NA,NA,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-08",NA,77,50,56,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-09",NA,74,47,52,0.05,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-10",NA,74,50,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-11",NA,74,52,60,0,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-12",NA,79,59,63,0.06,NA,NA,NA,8,"ALTOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-13",NA,88,60,65,NA,NA,NA,NA,4,"ALTOCUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"2001-06-14",NA,93,65,73,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2001-06-15",NA,90,70,75,0.92,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-16",NA,75,56,65,0.01,NA,NA,NA,3,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-17",NA,72,54,60,0.01,NA,NA,NA,5,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-18",NA,79,57,62,0.15,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-19",NA,75,62,75,NA,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"2001-06-20",NA,79,55,59,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-21",NA,74,58,59,0,NA,NA,NA,8,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-22",NA,75,55,56,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-23",NA,75,55,57,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-24",NA,79,51,60,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-25",NA,87,58,62,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2001-06-26",NA,88,61,66,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-27",NA,88,62,68,0,NA,NA,NA,2,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-28",NA,88,62,67,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-29",NA,85,62,67,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-06-30",NA,84,67,74,0.04,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-01",NA,56,51,51,0.03,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-02",NA,69,45,50,0,NA,NA,NA,6,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-03",NA,75,49,56,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-04",NA,72,56,67,0.07,NA,NA,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-05",NA,64,50,52,0.05,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-06",NA,76,48,52,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-07",NA,80,53,55,0.02,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-08",NA,85,55,68,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-09",NA,87,60,63,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-10",NA,81,58,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-11",NA,72,55,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-12",NA,73,54,57,0,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-13",NA,76,55,58,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-14",NA,84,55,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-15",NA,81,60,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-16",NA,77,60,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-17",NA,76,61,62,0.83,NA,NA,NA,8,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-18",NA,77,62,63,NA,NA,NA,NA,2,"CIRROSTRATUS",NA,NA,NA,NA,"T",NA,NA,NA
"2001-07-19",NA,88,59,68,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2001-07-20",NA,83,68,74,0,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-21",NA,87,69,72,0.03,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-22",NA,87,69,71,0.71,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-23",NA,89,72,73,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2001-07-24",NA,79,64,63,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-25",NA,73,60,60,0,NA,NA,NA,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-26",NA,70,52,55,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-27",NA,75,55,64,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-28",NA,70,60,65,0.13,NA,NA,NA,8,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-29",NA,79,61,64,0.01,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-30",NA,81,61,64,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"T",NA,NA,NA
"2001-07-31",NA,91,63,67,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-01",NA,91,68,75,1.63,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-02",NA,81,72,72,0.14,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-03",NA,82,65,65,0,NA,NA,NA,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-04",NA,87,63,69,0,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-05",NA,89,64,69,0,NA,NA,NA,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-06",NA,87,69,77,0,NA,NA,NA,8,"ALTOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-07",NA,92,71,72,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-08",NA,87,70,73,0.41,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-09",NA,87,71,77,0.04,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-10",NA,71,63,63,0,NA,NA,NA,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-11",NA,73,54,58,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-12",NA,78,55,59,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-13",NA,72,58,60,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-14",NA,76,54,59,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-15",NA,79,57,62,0.09,NA,NA,NA,4,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-16",NA,66,60,61,0.63,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-17",NA,69,61,63,0.12,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-18",NA,76,59,60,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-19",NA,69,60,64,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-20",NA,76,62,62,0,NA,NA,NA,1,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-21",NA,81,56,57,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-22",NA,76,57,62,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-23",NA,73,63,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-24",NA,76,59,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-25",NA,75,57,66,0.44,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-26",NA,78,64,65,1.23,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-27",NA,80,58,61,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-28",NA,73,60,60,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-29",NA,73,56,56,0,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-30",NA,80,56,64,0.04,NA,NA,NA,8,"ALTOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-31",NA,63,55,61,0,NA,NA,NA,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-01",NA,66,46,54,0,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
