"Date","Time","Max_Temperature","Min_Temperature","Current_Temperature","Precipitation_Belfort","Precipitation_ETI","Snowfall","Snow_On_Ground","Sky_Cover","Cloud_Type","Notes","Flag_Max_Temperature","Flag_Min_Temperature","Flag_Current_Temperature","Flag_Precipitation_Belfort","Flag_Precipitation_ETI","Flag_Snowfall","Flag_Snow_On_Ground"
"1980-08-01",NA,83,61,67,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-02",NA,77,61,67,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-03",NA,77,57,63,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-04",NA,87,54,57,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-05",NA,87,57,68,0.05,NA,NA,NA,8,"NIMBOSTRATUS","RAINING",NA,NA,NA,NA,NA,NA,NA
"1980-08-06",NA,86,61,63,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-07",NA,84,62,69,0.36,NA,NA,NA,8,"NIMBOSTRATUS","RAINING",NA,NA,NA,NA,NA,NA,NA
"1980-08-08",NA,83,68,71,0,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-09",NA,78,61,64,0,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-10",NA,77,58,69,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-11",NA,71,58,60,NA,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"1980-08-12",NA,73,58,62,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-13",NA,68,55,59,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-14",NA,75,58,62,0.24,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-15",NA,71,56,57,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-16",NA,78,55,58,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-17",NA,73,57,64,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-18",NA,76,62,63,0.02,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-19",NA,83,58,61,0,NA,NA,NA,8,"CUMULUS","HEAVY DEW",NA,NA,NA,NA,NA,NA,NA
"1980-08-20",NA,82,61,66,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-21",NA,85,66,73,0.16,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-22",NA,81,62,63,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-23",NA,87,56,80,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-24",NA,80,60,71,0,NA,NA,NA,2,"CIRRUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-25",NA,86,63,65,0,NA,NA,NA,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-26",NA,73,65,68,0.26,NA,NA,NA,8,"NIMBOSTRATUS","RAINING",NA,NA,NA,NA,NA,NA,NA
"1980-08-27",NA,65,54,61,0.39,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-28",NA,68,53,59,0.05,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-29",NA,73,58,65,NA,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,"T",NA,NA,NA
"1980-08-30",NA,82,64,68,0,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-08-31",NA,74,62,65,0.05,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-01",NA,73,62,69,NA,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,"T",NA,NA,NA
"1980-09-02",NA,72,63,63,0,NA,NA,NA,6,"CIRRUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-03",NA,78,55,57,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-04",NA,79,52,64,0,NA,NA,NA,7,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-05",NA,76,55,56,0,NA,NA,NA,2,"CIRRUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-06",NA,76,50,62,0,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-07",NA,80,52,61,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-08",NA,80,58,58,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-09",NA,65,58,60,0.67,NA,NA,NA,2,"CUMULUS","STRONG COLD FRONT WENT THROUGH THIS MORNING",NA,NA,NA,NA,NA,NA,NA
"1980-09-10",NA,67,50,52,0,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-11",NA,73,52,59,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-12",NA,63,49,53,0.04,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-13",NA,64,53,61,0.66,NA,NA,NA,8,"NIMBOSTRATUS","RAINING",NA,NA,NA,NA,NA,NA,NA
"1980-09-14",NA,59,51,52,0,NA,NA,NA,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-15",NA,64,44,45,0,NA,NA,NA,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-16",NA,63,44,58,0.55,NA,NA,NA,8,"NIMBOSTRATUS","LIGHT RAIN",NA,NA,NA,NA,NA,NA,NA
"1980-09-17",NA,59,47,50,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-18",NA,58,43,46,0.12,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-19",NA,61,44,46,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-20",NA,68,45,66,0.12,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-21",NA,66,48,63,0.14,NA,NA,NA,8,"CUMULUS","GEESE OVERHEAD",NA,NA,NA,NA,NA,NA,NA
"1980-09-22",NA,68,51,53,NA,NA,NA,NA,7,"STRATUS",NA,NA,NA,NA,"T",NA,NA,NA
"1980-09-23",NA,57,44,45,0,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-24",NA,55,40,43,0.07,NA,NA,NA,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-25",NA,58,42,44,0.19,NA,NA,NA,8,"STRATUS","FOG ON LAKE",NA,NA,NA,NA,NA,NA,NA
"1980-09-26",NA,50,40,42,0,NA,NA,NA,3,"CUMULUS","STRONG WINDS LAST NIGHT",NA,NA,NA,NA,NA,NA,NA
"1980-09-27",NA,57,33,49,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-28",NA,59,33,45,0,NA,NA,NA,7,"CIRRUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-29",NA,72,40,50,0,NA,NA,NA,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-09-30",NA,62,49,56,NA,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,"T",NA,NA,NA
"1980-10-01",NA,68,48,50,0,NA,NA,NA,6,"CIRRUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-02",NA,54,41,42,0.08,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-03",NA,45,36,36,0,NA,NA,NA,6,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-04",NA,42,33,33,0,NA,NA,NA,4,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-05",NA,51,32,37,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-06",NA,56,34,42,0.05,NA,NA,NA,8,"STRATUS","LIGHT RAIN",NA,NA,NA,NA,NA,NA,NA
"1980-10-07",NA,60,38,42,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-08",NA,61,40,52,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-09",NA,51,31,33,0,NA,NA,NA,0,NA,"FIRST FROST",NA,NA,NA,NA,NA,NA,NA
"1980-10-10",NA,60,31,40,0,NA,NA,NA,4,"ALTOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-11",NA,50,39,43,0.45,NA,NA,NA,8,"STRATUS","PEAK COLOR WEEKEND",NA,NA,NA,NA,NA,NA,NA
"1980-10-12",NA,45,36,39,NA,NA,NA,NA,4,"CUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"1980-10-13",NA,44,34,36,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-14",NA,45,30,32,0,NA,NA,NA,4,"CIRRUS","FROST",NA,NA,NA,NA,NA,NA,NA
"1980-10-15",NA,47,31,38,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-16",NA,48,36,41,0.02,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-17",NA,69,40,56,0.25,NA,NA,NA,8,"NIMBOSTRATUS","RAINING",NA,NA,NA,NA,NA,NA,NA
"1980-10-18",NA,48,46,47,0.2,NA,NA,NA,8,"STRATUS","MANY LEAVES FELL YESTERDAY",NA,NA,NA,NA,NA,NA,NA
"1980-10-19",NA,46,34,41,0.04,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-20",NA,45,34,36,0.09,NA,NA,NA,8,"NIMBOSTRATUS","RAINING(A LITTLE GRAUPEL SNOW)",NA,NA,NA,NA,NA,NA,NA
"1980-10-21",NA,43,35,40,0.01,NA,NA,NA,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-22",NA,43,34,38,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-23",NA,50,30,37,0,NA,NA,NA,8,"STRATUS","BAROMETER 30.46""!",NA,NA,NA,NA,NA,NA,NA
"1980-10-24",NA,60,35,40,0.05,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-25",NA,44,38,40,0.09,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-26",NA,40,34,35,0.06,NA,NA,NA,8,NA,"WHITECAPS ON S. FISHTAIL BAY",NA,NA,NA,NA,NA,NA,NA
"1980-10-27",NA,43,32,38,0,NA,NA,NA,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-28",NA,41,27,32,0,NA,NA,NA,7,"CUMULUS","MOST LEAVES FALLEN. EXCEPT BEECH AND OAK",NA,NA,NA,NA,NA,NA,NA
"1980-10-29",NA,40,30,33,0,NA,NA,NA,4,"CUMULUS","LIGHT SNOW-TRACE ON GROUND",NA,NA,NA,NA,NA,"T","T"
"1980-10-30",NA,50,28,34,0,NA,NA,NA,7,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-10-31",NA,49,33,44,0,NA,NA,NA,0,NA,"SUNSHINE",NA,NA,NA,NA,NA,NA,NA
"1980-11-01",NA,42,37,37,0,NA,NA,NA,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-02",NA,45,29,36,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-03",NA,60,34,42,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-04",NA,47,41,43,0.07,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-05",NA,46,33,35,0,NA,NA,NA,8,"STRATOCUMULUS","LESS THAN A TRACE OF SNOW",NA,NA,NA,NA,NA,NA,NA
"1980-11-06",NA,48,27,45,0.05,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-07",NA,NA,34,35,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-08",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-09",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-10",NA,31,20,26,0,NA,NA,NA,6,"CUMULUS","A LITTLE SNOW FLURRY",NA,NA,NA,NA,NA,NA,NA
"1980-11-11",NA,33,25,27,0,NA,NA,NA,8,"STRATOCUMULUS","LAKE LEVEL LOW ENOUGH TO SHUT OFF MAPLE RIVER DRAINAGE",NA,NA,NA,NA,NA,NA,NA
"1980-11-12",NA,35,20,24,0.12,NA,NA,NA,8,"STRATUS","THIN SHEET ICE OVER EAST HALF OF S F BAY",NA,NA,NA,NA,NA,NA,NA
"1980-11-13",NA,39,23,33,0.22,NA,0.75,0.8,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-14",NA,38,32,33,3,NA,NA,0,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-15",NA,36,31,32,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-16",NA,37,18,23,0,NA,NA,NA,4,"CUMULUS","THIN SHEET ICE AGAIN - GPNE BU NOON",NA,NA,NA,NA,NA,NA,NA
"1980-11-17",NA,36,22,32,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-18",NA,34,24,24,0,NA,NA,NA,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-19",NA,44,21,33,0,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-20",NA,48,26,27,0,NA,NA,NA,0,NA,"HEAVY FROST",NA,NA,NA,NA,NA,NA,NA
"1980-11-21",NA,37,25,36,0.18,NA,NA,NA,8,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-22",NA,54,25,40,0,NA,NA,NA,6,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-23",NA,46,37,41,0.14,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-24",NA,33,31,32,0,NA,NA,NA,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-25",NA,36,21,23,0,NA,NA,NA,0,NA,"THIN SHEET OF ICE OVER MOST OF BAY",NA,NA,NA,NA,NA,NA,NA
"1980-11-26",NA,38,21,26,0,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-27",NA,37,28,30,0.26,NA,NA,NA,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-28",NA,36,26,33,0.15,NA,3,3,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-29",NA,36,27,29,0.1,NA,0.5,3.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-11-30",NA,39,27,35,0,NA,1,4,2,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-01",NA,38,26,27,0,NA,NA,3.5,2,"CIRRUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-02",NA,25,22,23,0.19,NA,0.75,4.5,8,"NIMBOSTRATUS","VERY STEADY WIND",NA,NA,NA,NA,NA,NA,NA
"1980-12-03",NA,19,7,7,0,NA,0.5,5,2,"CUMULUS","BAY FROZEN OVER",NA,NA,NA,NA,NA,NA,NA
"1980-12-04",NA,32,7,15,0,NA,NA,5,1,"CIRRUS","ALL OF LAKE FROZEN",NA,NA,NA,NA,NA,NA,NA
"1980-12-05",NA,35,14,27,0,NA,NA,5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-06",NA,37,26,34,0,NA,NA,4,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-07",NA,39,32,34,0.03,NA,NA,3.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-08",NA,35,33,33,0.13,NA,NA,2.5,8,"NIMBOSTRATUS","WET SNOW",NA,NA,NA,NA,NA,NA,NA
"1980-12-09",NA,31,26,27,0,NA,NA,2.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-10",NA,20,18,18,0.14,NA,1,3.5,8,"NIMBOSTRATUS","SNOWING",NA,NA,NA,NA,NA,NA,NA
"1980-12-11",NA,19,9,13,0.03,NA,2,4.5,5,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-12",NA,34,9,16,0.24,NA,0.5,4.5,8,"NIMBOSTRATUS","LIGHT SNOW",NA,NA,NA,NA,NA,NA,NA
"1980-12-13",NA,25,9,16,0,NA,2,6,5,"STRATOCUMULUS","LIGHT SNOW",NA,NA,NA,NA,NA,NA,NA
"1980-12-14",NA,18,10,12,0.03,NA,0.5,6,6,"CUMULUS","STRONG WINDS LAST NIGHT",NA,NA,NA,NA,NA,NA,NA
"1980-12-15",NA,26,8,11,0.02,NA,NA,6,6,"STRATOCUMULUS","LAKE BOOMING-MAKING ICE",NA,NA,NA,NA,NA,NA,NA
"1980-12-16",NA,10,9,9,0.01,NA,1.5,7,8,"STRATUS","ICE 4"" THICK AT BOATWELL",NA,NA,NA,NA,NA,NA,NA
"1980-12-17",NA,36,-13,-2,0.53,NA,NA,6.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-18",NA,24,16,17,0,NA,6,12,3,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-19",NA,16,3,5,0.01,NA,NA,11.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-20",NA,19,5,14,NA,NA,0.25,11.5,3,"CUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"1980-12-21",NA,21,11,17,0.02,NA,0.25,11.5,6,"CUMULUS","30.55"" - BAROMETER",NA,NA,NA,NA,NA,NA,NA
"1980-12-22",NA,25,4,15,0.06,NA,1,12.5,8,"STRATUS","LIGHT SNOW",NA,NA,NA,NA,NA,NA,NA
"1980-12-23",NA,30,14,24,0.04,NA,0.75,12.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-24",NA,17,8,8,0.04,NA,0.75,12.5,2,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-25",NA,22,-6,6,0.03,NA,1,12.5,2,"CIRRUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-26",NA,22,11,14,0.14,NA,6,18,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-27",NA,NA,-10,-5,0,NA,NA,18,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-28",NA,34,NA,30,0.04,NA,NA,14,8,"NIMBOSTRATUS","LIGHT RAIN OFF AND ON",NA,NA,NA,NA,NA,NA,NA
"1980-12-29",NA,29,27,28,0,NA,NA,13.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1980-12-30",NA,21,9,13,NA,NA,0.5,13,4,"CUMULUS",NA,NA,NA,NA,"T",NA,NA,NA
"1980-12-31",NA,27,11,23,0.26,NA,3.75,16,8,"NIMBOSTRATUS","LIGHTLY SNOWING",NA,NA,NA,NA,NA,NA,NA
"1981-01-01",NA,29,7,20,0.15,NA,0.75,16,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-02",NA,3,-9,-9,0.05,NA,2,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-03",NA,-2,-20,-18,0.01,NA,0.25,16.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-04",NA,6,-31,-30,0.03,NA,NA,16.5,0,NA,NA,NA,NA,NA,NA,NA,"T",NA
"1981-01-05",NA,23,10,11,0,NA,1,16.5,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-06",NA,25,15,20,0.04,NA,0,16,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-07",NA,9,-9,-9,0,NA,1,16.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-08",NA,18,-17,-16,0,NA,0.1,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-09",NA,17,6,16,0.05,NA,2,18,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-10",NA,11,-17,-1,0.02,NA,0.5,16.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-11",NA,4,-19,-18,0.02,NA,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-12",NA,23,-10,1,0,NA,0.5,16.5,5,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-13",NA,25,17,17,0,NA,NA,16,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,"T",NA
"1981-01-14",NA,26,15,19,0,NA,0.4,16,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-15",NA,27,16,19,0.15,NA,0,15.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-16",NA,23,6,8,0.03,NA,2.25,17.5,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-17",NA,32,3,22,0.02,NA,0.25,17,7,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-18",NA,37,7,32,0,NA,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-19",NA,38,7,8,0,NA,0,16,2,"CIRROSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-20",NA,29,7,25,0,NA,0,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-21",NA,32,5,13,0,NA,0,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-22",NA,35,25,29,0,NA,0,15.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-23",NA,35,27,29,0,NA,0,15.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-24",NA,33,9,19,0,NA,0,15.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-25",NA,48,18,31,0,NA,0,15,6,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-26",NA,36,35,36,0.05,NA,0,15,8,"STRATUS","WINDS GUSTING STRONGER",NA,NA,NA,NA,NA,NA,NA
"1981-01-27",NA,20,14,15,0,NA,NA,15,8,"STRATUS",NA,NA,NA,NA,NA,NA,"T",NA
"1981-01-28",NA,23,2,5,0.03,NA,0,14.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-29",NA,17,5,7,0,NA,0.75,14.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-30",NA,25,-5,5,0.03,NA,0.25,15,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-01-31",NA,29,2,15,0.01,NA,0,15,1,"CIRRUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-01",NA,33,14,27,0.22,NA,2,17,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-02",NA,9,1,2,0.05,NA,1.5,18.5,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-03",NA,10,-17,-12,0.01,NA,0.25,18,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-04",NA,9,-13,-13,NA,NA,0.75,18.5,0,NA,NA,NA,NA,NA,"T",NA,NA,NA
"1981-02-05",NA,25,-9,8,0,NA,0,18,2,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-06",NA,25,12,14,0.06,NA,2.25,20,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-07",NA,30,15,20,0.39,NA,1.5,20,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-08",NA,19,14,16,0.09,NA,9,28,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-09",NA,21,0,5,0.02,NA,0.25,26,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-10",NA,23,6,9,0.43,NA,0.75,25,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-11",NA,9,5,6,0.07,NA,4,28,8,"NIMBOSTRATUS","SNOWING.BLOWING AND DRIFTING;MOST SCHOOLS CLOSED",NA,NA,NA,NA,NA,NA,NA
"1981-02-12",NA,14,-18,-10,0.01,NA,0.25,26,4,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-13",NA,15,-7,0,0.01,NA,0.5,26,6,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-14",NA,25,6,NA,0,NA,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-15",NA,48,25,43,0,NA,0,24,7,"STRATOCUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-16",NA,47,36,41,0.02,NA,0,22.5,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-17",NA,51,34,42,0,NA,0,21,1,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-18",NA,51,34,41,0,NA,0,19,7,"CUMULUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-19",NA,46,33,38,NA,NA,0,17,9,NA,NA,NA,NA,NA,"T",NA,NA,NA
"1981-02-20",NA,36,33,35,0.02,NA,0,16,8,"NIMBOSTRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-21",NA,46,25,38,0,NA,0,15,2,"CIRRUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-22",NA,42,30,33,0.05,NA,0,15,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-23",NA,43,32,40,0.05,NA,0,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-24",NA,37,31,34,0.1,NA,0,13,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-25",NA,31,27,28,0,NA,1,14,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-26",NA,30,22,24,0,NA,0,14,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
"1981-02-27",NA,37,13,35,0.72,NA,0,13,8,"STRATUS",NA,NA,NA,NA,NA,NA,NA,NA
